Site;Habitat;Substrate;Station;Date;Time;Depth;Sampling_depth;Latitude;Longitude;Motu;Project;best_identity_database;Assignement_Level;Scientific_Name;mean_pcr_count_reads;SR
Antigonia;Summit50;Seamount;SM00304;17/04/2019;15:03;70;NA;-23.42;168.0816667;Motu391;Seamount;0.833333333333;order;Centrarchiformes;103.666666666667;1
Antigonia;Summit50;Seamount;SM00304;17/04/2019;15:03;70;NA;-23.42;168.0816667;Motu199;Seamount;1;species;Decapterus macrosoma;1.25;1
Antigonia;Summit50;Seamount;SM00304;17/04/2019;15:03;70;NA;-23.42;168.0816667;Motu413;Seamount;1;species;Naso hexacanthus;1578.95833333333;1
Antigonia;Summit50;Seamount;SM00304;17/04/2019;15:03;70;NA;-23.42;168.0816667;Motu285;Seamount;0.846153846154;order;Labriformes;860.916666666667;1
Antigonia;Summit50;Seamount;SM00304;17/04/2019;15:03;70;NA;-23.42;168.0816667;Motu138;Seamount;0.890625;family;Myctophidae;4626.33333333333;1
Antigonia;Summit50;Seamount;SM00304;17/04/2019;15:03;70;NA;-23.42;168.0816667;Motu552;Seamount;0.983870967742;genus;Hoplolatilus;743.5;1
Antigonia;Summit50;Seamount;SM00304;17/04/2019;15:03;70;NA;-23.42;168.0816667;Motu471;Seamount;0.951612903226;genus;Hoplolatilus;1.91666666666667;1
Antigonia;Summit50;Seamount;SM00304;17/04/2019;15:03;70;NA;-23.42;168.0816667;Motu085;Seamount;1;species;Heniochus diphreutes;10.75;1
Antigonia;Summit50;Seamount;SM00304;17/04/2019;15:03;70;NA;-23.42;168.0816667;Motu533;Seamount;0.828125;order;Scombriformes;8.25;1
Antigonia;Summit50;Seamount;SM00304;17/04/2019;15:03;70;NA;-23.42;168.0816667;Motu547;Seamount;0.830769230769;order;Kurtiformes;768.083333333333;1
Antigonia;Summit50;Seamount;SM00304;17/04/2019;15:03;70;NA;-23.42;168.0816667;Motu123;Seamount;1;species;Pteraclis aesticola;173.666666666667;1
Antigonia;Summit50;Seamount;SM00304;17/04/2019;15:03;70;NA;-23.42;168.0816667;Motu006;Seamount;0.815384615385;order;Kurtiformes;2.91666666666667;1
Noumea;DeepSlope;Slope;SM00104;06/04/2019;15:00;214;NA;-22.13581;166.04781;Motu264;Seamount;0.815384615385;order;Gobiiformes;84.75;1
Noumea;DeepSlope;Slope;SM00104;06/04/2019;15:00;214;NA;-22.13581;166.04781;Motu092;Seamount;0.950819672131;genus;Merluccius;3035.66666666667;1
Noumea;DeepSlope;Slope;SM00104;06/04/2019;15:00;214;NA;-22.13581;166.04781;Motu222;Seamount;1;species;Auxis rochei;6.08333333333333;1
Noumea;DeepSlope;Slope;SM00104;06/04/2019;15:00;214;NA;-22.13581;166.04781;Motu224;Seamount;1;species;Katsuwonus pelamis;2117.83333333333;1
Noumea;DeepSlope;Slope;SM00104;06/04/2019;15:00;214;NA;-22.13581;166.04781;Motu313;Seamount;0.920634920635;genus;Diaphus;1.08333333333333;1
Noumea;DeepSlope;Slope;SM00104;06/04/2019;15:00;214;NA;-22.13581;166.04781;Motu445;Seamount;0.888888888889;family;Myctophidae;3056.58333333333;1
Noumea;DeepSlope;Slope;SM00104;06/04/2019;15:00;214;NA;-22.13581;166.04781;Motu555;Seamount;0.890625;family;Moridae;953.416666666667;1
Noumea;DeepSlope;Slope;SM00104;06/04/2019;15:00;214;NA;-22.13581;166.04781;Motu473;Seamount;0.875;family;Moridae;1;1
Noumea;DeepSlope;Slope;SM00104;06/04/2019;15:00;214;NA;-22.13581;166.04781;Motu260;Seamount;0.859375;family;Myctophidae;4946.66666666667;1
Noumea;DeepSlope;Slope;SM00104;06/04/2019;15:00;214;NA;-22.13581;166.04781;Motu124;Seamount;1;species;Cubiceps squamiceps;1184.75;1
Noumea;DeepSlope;Slope;SM00106;06/04/2019;16:35;175;NA;-22.12209;166.0147;Motu151;Seamount;0.838235294118;order;Perciformes;6497.5;1
Noumea;DeepSlope;Slope;SM00106;06/04/2019;16:35;175;NA;-22.12209;166.0147;Motu297;Seamount;0.873015873016;family;Pentacerotidae;12050.6666666667;1
Noumea;DeepSlope;Slope;SM00106;06/04/2019;16:35;175;NA;-22.12209;166.0147;Motu260;Seamount;0.859375;family;Myctophidae;2485.66666666667;1
Noumea;DeepSlope;Slope;SM00106;06/04/2019;16:35;175;NA;-22.12209;166.0147;Motu464;Seamount;0.815384615385;order;Myctophiformes;5445.41666666667;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu117;Seamount;0.875;family;Labridae;2086.51515151515;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu287;Seamount;0.848484848485;order;Gobiiformes;929.302083333333;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu469;Seamount;1;species;Pristiapogon fraenatus;404.166666666667;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu268;Seamount;0.875;family;Labridae;2.08333333333333;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu212;Seamount;0.983870967742;genus;Thunnus;248.708333333333;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu151;Seamount;0.838235294118;order;Perciformes;221.75;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu049;Seamount;0.983870967742;genus;Diaphus;3867.91666666667;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu547;Seamount;0.830769230769;order;Kurtiformes;2055.68333333333;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu006;Seamount;0.815384615385;order;Kurtiformes;9.41666666666667;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu118;Seamount;0.84375;order;Kurtiformes;6.47222222222222;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu546;Seamount;0.846153846154;order;Labriformes;3.91666666666667;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu421;Seamount;1;species;Emmelichthys struhsakeri;12.0833333333333;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu313;Seamount;0.920634920635;genus;Diaphus;2.5;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu445;Seamount;0.888888888889;family;Myctophidae;1.66666666666667;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu319;Seamount;0.904761904762;genus;Diaphus;304.25;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu320;Seamount;0.888888888889;family;Myctophidae;3.66666666666667;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu016;Seamount;0.833333333333;order;Clupeiformes;816.75;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu260;Seamount;0.859375;family;Myctophidae;133.895833333333;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu202;Seamount;1;species;Eubalichthys mosaicus;1.25;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu096;Seamount;0.968253968254;genus;Benthosema;63.5;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu292;Seamount;0.805970149254;order;Mugiliformes;848;1
PoyaNepoui;DeepSlope;Slope;SM00205;08/04/2019;16:57;160;NA;-21.44214;165.00621;Motu243;Seamount;1;species;Ostorhinchus fukuii;430.583333333333;1
PoyaNepoui;DeepSlope;Slope;SM00207;08/04/2019;09:28;88;NA;-21.40673;164.92316;Motu288;Seamount;0.805970149254;order;Mugiliformes;6960.83333333333;1
PoyaNepoui;DeepSlope;Slope;SM00207;08/04/2019;09:28;88;NA;-21.40673;164.92316;Motu295;Seamount;0.8125;order;Labriformes;4732.99166666667;1
PoyaNepoui;DeepSlope;Slope;SM00207;08/04/2019;09:28;88;NA;-21.40673;164.92316;Motu063;Seamount;0.890625;family;Myctophidae;1.41666666666667;1
PoyaNepoui;DeepSlope;Slope;SM00207;08/04/2019;09:28;88;NA;-21.40673;164.92316;Motu260;Seamount;0.859375;family;Myctophidae;9.58333333333333;1
PoyaNepoui;DeepSlope;Slope;SM00207;08/04/2019;09:28;88;NA;-21.40673;164.92316;Motu327;Seamount;0.861538461538;family;Gobiidae;1046.33333333333;1
PoyaNepoui;DeepSlope;Slope;SM00207;08/04/2019;09:28;88;NA;-21.40673;164.92316;Motu368;Seamount;1;species;Scarus schlegeli;11.25;1
PoyaNepoui;DeepSlope;Slope;SM00207;08/04/2019;09:28;88;NA;-21.40673;164.92316;Motu292;Seamount;0.805970149254;order;Mugiliformes;2881.25;1
PoyaNepoui;DeepSlope;Slope;SM00207;08/04/2019;09:28;88;NA;-21.40673;164.92316;Motu538;Seamount;1;species;Beryx splendens;72.5833333333333;1
PoyaNepoui;DeepSlope;Slope;SM00207;08/04/2019;09:28;88;NA;-21.40673;164.92316;Motu412;Seamount;0.953125;genus;Naso;511.25;1
PoyaNepoui;DeepSlope;Slope;SM00207;08/04/2019;09:28;88;NA;-21.40673;164.92316;Motu053;Seamount;0.952380952381;genus;Diaphus;31.5;1
PoyaNepoui;DeepSlope;Slope;SM00207;08/04/2019;09:28;88;NA;-21.40673;164.92316;Motu058;Seamount;0.903225806452;genus;Diaphus;352.833333333333;1
PoyaNepoui;DeepSlope;Slope;SM00207;08/04/2019;09:28;88;NA;-21.40673;164.92316;Motu212;Seamount;0.983870967742;genus;Thunnus;203.166666666667;1
PoyaNepoui;DeepSlope;Slope;SM00207;08/04/2019;09:28;88;NA;-21.40673;164.92316;Motu389;Seamount;0.921875;genus;Thalassoma;17.5833333333333;1
PoyaNepoui;DeepSlope;Slope;SM00207;08/04/2019;09:28;88;NA;-21.40673;164.92316;Motu365;Seamount;0.80303030303;order;Gobiiformes;174.75;1
Antigonia;Pelagic;None;SM00311_80;12/06/2019;08:21;1244;80;-23.4340167;168.17175;Motu236;Seamount;0.967741935484;genus;Myctophum;1944.59027777778;1
Antigonia;Pelagic;None;SM00311_80;12/06/2019;08:21;1244;80;-23.4340167;168.17175;Motu234;Seamount;0.887096774194;family;Myctophidae;1.78333333333333;1
Antigonia;Pelagic;None;SM00311_80;12/06/2019;08:21;1244;80;-23.4340167;168.17175;Motu235;Seamount;0.91935483871;genus;Myctophum;1.5;1
Antigonia;Pelagic;None;SM00311_80;12/06/2019;08:21;1244;80;-23.4340167;168.17175;Motu237;Seamount;0.91935483871;genus;Myctophum;1.66666666666667;1
JumeauWest;Pelagic;None;SM00511_80;12/06/2019;14:57;1118;80;-23.6349667;168.0522;Motu055;Seamount;0.983870967742;genus;Diaphus;81.6666666666667;1
JumeauWest;Pelagic;None;SM00511_80;12/06/2019;14:57;1118;80;-23.6349667;168.0522;Motu225;Seamount;0.90625;genus;Lethrinus;101.166666666667;1
KaimonMaru;Summit250;Seamount;SM00706;16/06/2019;15:12;242;235;-24.75833333;168.1481333;Motu064;Seamount;0.984375;genus;Diogenichthys;2163.45833333333;1
JumeauWest;Summit250;Seamount;SM00503;13/06/2019;14:20;242;233;-23.67896667;168.0033667;Motu225;Seamount;0.90625;genus;Lethrinus;1446.91666666667;1
JumeauWest;Summit250;Seamount;SM00503;13/06/2019;14:20;242;233;-23.67896667;168.0033667;Motu479;Seamount;0.91935483871;genus;Urolophus;1.83333333333333;1
JumeauWest;Summit250;Seamount;SM00503;13/06/2019;14:20;242;233;-23.67896667;168.0033667;Motu424;Seamount;1;species;Lutjanus argentimaculatus;1516.66666666667;1
JumeauWest;Summit250;Seamount;SM00503;13/06/2019;14:20;242;233;-23.67896667;168.0033667;Motu063;Seamount;0.890625;family;Myctophidae;931.083333333333;1
Stylaster;Summit500;Seamount;SM00602;14/06/2019;16:40;488;483;-23.64058333;167.6847667;Motu538;Seamount;1;species;Beryx splendens;2166;1
Stylaster;Summit500;Seamount;SM00602;14/06/2019;16:40;488;483;-23.64058333;167.6847667;Motu053;Seamount;0.952380952381;genus;Diaphus;818.5;1
Stylaster;Summit500;Seamount;SM00602;14/06/2019;16:40;488;483;-23.64058333;167.6847667;Motu005;Seamount;0.968253968254;genus;Beryx;5.83333333333333;1
Stylaster;Summit500;Seamount;SM00602;14/06/2019;16:40;488;483;-23.64058333;167.6847667;Motu063;Seamount;0.890625;family;Myctophidae;4975.41666666667;1
Noumea;Pelagic;None;SM00111-1000;05/04/2019;14:25;sondeur éteint;1000;-22.20294;165.92043;Motu086;Seamount;0.8125;class;Actinopteri;3053.83333333333;1
Stylaster;Pelagic;None;SM00612_1000;19/06/2019;07:25;1104;1000;-23.7069;167.7992667;Motu500;Seamount;0.826086956522;order;Carangiformes;1.45833333333333;1
Stylaster;Pelagic;None;SM00612_1000;19/06/2019;07:25;1104;1000;-23.7069;167.7992667;Motu383;Seamount;1;species;Hyporthodus septemfasciatus;5445.41666666667;1
Stylaster;Pelagic;None;SM00612_1000;19/06/2019;07:25;1104;1000;-23.7069;167.7992667;Motu408;Seamount;1;species;Seriola lalandi;4515.02777777778;1
JumeauWest;Summit250;Seamount;SM00504;12/06/2019;15:48;284;276;-23.661;168.0141667;Motu558;Seamount;1;species;Sphyraena putnamae;649.708333333333;1
JumeauWest;Summit250;Seamount;SM00504;12/06/2019;15:48;284;276;-23.661;168.0141667;Motu443;Seamount;0.859375;family;Argentinidae;1810.33333333333;1
JumeauWest;Summit250;Seamount;SM00504;12/06/2019;15:48;284;276;-23.661;168.0141667;Motu225;Seamount;0.90625;genus;Lethrinus;810.666666666667;1
JumeauWest;Summit250;Seamount;SM00504;12/06/2019;15:48;284;276;-23.661;168.0141667;Motu524;Seamount;0.969230769231;genus;Sphyraena;2.66666666666667;1
JumeauWest;Summit250;Seamount;SM00504;12/06/2019;15:48;284;276;-23.661;168.0141667;Motu161;Seamount;1;species;Epinephelus polyphekadion;589.083333333333;1
Noumea;Pelagic;None;SM00111-20;05/04/2019;;sondeur éteint;20;-22.22655;165.93445;Motu148;Seamount;1;species;Acanthocybium solandri;72.0416666666667;1
Noumea;Pelagic;None;SM00111-20;05/04/2019;;sondeur éteint;20;-22.22655;165.93445;Motu403;Seamount;0.921875;genus;Caesio;34.8333333333333;1
Noumea;Pelagic;None;SM00111-20;05/04/2019;;sondeur éteint;20;-22.22655;165.93445;Motu401;Seamount;0.921875;genus;Caesio;87.9166666666667;1
Noumea;Pelagic;None;SM00111-20;05/04/2019;;sondeur éteint;20;-22.22655;165.93445;Motu025;Seamount;0.953125;genus;Prognichthys;369.666666666667;1
Noumea;Pelagic;None;SM00111-20;05/04/2019;;sondeur éteint;20;-22.22655;165.93445;Motu316;Seamount;0.920634920635;genus;Diaphus;129.416666666667;1
Noumea;Pelagic;None;SM00111-20;05/04/2019;;sondeur éteint;20;-22.22655;165.93445;Motu138;Seamount;0.890625;family;Myctophidae;79.9583333333333;1
JumeauWest;Summit250;Seamount;SM00508;14/06/2019;07:07;268;260;-23.6962;168.0123833;Motu054;Seamount;0.936507936508;genus;Diaphus;1851.22222222222;1
JumeauWest;Summit250;Seamount;SM00508;14/06/2019;07:07;268;260;-23.6962;168.0123833;Motu053;Seamount;0.952380952381;genus;Diaphus;13013.0833333333;1
JumeauWest;Summit250;Seamount;SM00508;14/06/2019;07:07;268;260;-23.6962;168.0123833;Motu092;Seamount;0.950819672131;genus;Merluccius;136;1
JumeauWest;Summit250;Seamount;SM00508;14/06/2019;07:07;268;260;-23.6962;168.0123833;Motu135;Seamount;0.888888888889;family;Myctophidae;1703.66666666667;1
JumeauWest;Summit250;Seamount;SM00508;14/06/2019;07:07;268;260;-23.6962;168.0123833;Motu136;Seamount;0.857142857143;family;Myctophidae;773.916666666667;1
JumeauWest;Summit250;Seamount;SM00508;14/06/2019;07:07;268;260;-23.6962;168.0123833;Motu225;Seamount;0.90625;genus;Lethrinus;1978.58333333333;1
Stylaster;Summit500;Seamount;SM00605;15/06/2019;15:39;471;464;-23.6161667;167.6881667;Motu561;Seamount;0.969230769231;genus;Beryx;1;1
Stylaster;Summit500;Seamount;SM00605;15/06/2019;15:39;471;464;-23.6161667;167.6881667;Motu060;Seamount;0.91935483871;genus;Diaphus;3096;1
Stylaster;Summit500;Seamount;SM00605;15/06/2019;15:39;471;464;-23.6161667;167.6881667;Motu138;Seamount;0.890625;family;Myctophidae;3060;1
Stylaster;Summit500;Seamount;SM00605;15/06/2019;15:39;471;464;-23.6161667;167.6881667;Motu005;Seamount;0.968253968254;genus;Beryx;9.75;1
Stylaster;Summit500;Seamount;SM00605;15/06/2019;15:39;471;464;-23.6161667;167.6881667;Motu538;Seamount;1;species;Beryx splendens;10282.5833333333;1
Noumea;Pelagic;None;SM00111-250;05/04/2019;14:25;sondeur éteint;250;-22.20294;165.92043;Motu138;Seamount;0.890625;family;Myctophidae;3.75;1
Noumea;Pelagic;None;SM00111-250;05/04/2019;14:25;sondeur éteint;250;-22.20294;165.92043;Motu063;Seamount;0.890625;family;Myctophidae;2.25;1
Noumea;Pelagic;None;SM00111-250;05/04/2019;14:25;sondeur éteint;250;-22.20294;165.92043;Motu316;Seamount;0.920634920635;genus;Diaphus;64.0833333333333;1
KaimonMaru;Summit250;Seamount;SM00708;16/06/2019;13:51;261;257;-24.80281667;168.14795;Motu136;Seamount;0.857142857143;family;Myctophidae;2823.58333333333;1
KaimonMaru;Summit250;Seamount;SM00708;16/06/2019;13:51;261;257;-24.80281667;168.14795;Motu467;Seamount;1;species;Scopelarchus sp. ausc01;3735.25;1
KaimonMaru;Summit250;Seamount;SM00708;16/06/2019;13:51;261;257;-24.80281667;168.14795;Motu464;Seamount;0.815384615385;order;Myctophiformes;12225.3333333333;1
Stylaster;Summit500;Seamount;SM00608;14/06/2019;12:20;480;471;-23.67705;167.7420333;Motu058;Seamount;0.903225806452;genus;Diaphus;147.5;1
Stylaster;Summit500;Seamount;SM00606;14/06/2019;14:58;476;470;-23.66183333;167.6998333;Motu316;Seamount;0.920634920635;genus;Diaphus;12039.25;1
Stylaster;Summit500;Seamount;SM00606;14/06/2019;14:58;476;470;-23.66183333;167.6998333;Motu315;Seamount;0.904761904762;genus;Lampadena;1.5;1
Stylaster;Summit500;Seamount;SM00606;14/06/2019;14:58;476;470;-23.66183333;167.6998333;Motu064;Seamount;0.984375;genus;Diogenichthys;8326.86111111111;1
PoyaNepoui;Pelagic;None;SM00211-20;09/04/2019;;1054;20;-21.45303;164.90916;Motu023;Seamount;0.984126984127;genus;Cypselurus;497.083333333333;1
PoyaNepoui;Pelagic;None;SM00211-20;09/04/2019;;1054;20;-21.45303;164.90916;Motu357;Seamount;0.89552238806;family;Mullidae;6302;1
PoyaNepoui;Pelagic;None;SM00211-20;09/04/2019;;1054;20;-21.45303;164.90916;Motu368;Seamount;1;species;Scarus schlegeli;11.75;1
KaimonMaru;Pelagic;None;SM00711_500;17/06/2019;11:23;1385;500;-24.6531333;168.1251167;Motu225;Seamount;0.90625;genus;Lethrinus;188.208333333333;1
KaimonMaru;Pelagic;None;SM00711_500;17/06/2019;11:23;1385;500;-24.6531333;168.1251167;Motu141;Seamount;1;species;Bolinichthys distofax;131.25;1
KaimonMaru;Pelagic;None;SM00711_500;17/06/2019;11:23;1385;500;-24.6531333;168.1251167;Motu142;Seamount;0.859375;family;Myctophidae;316.5;1
KaimonMaru;Pelagic;None;SM00711_500;17/06/2019;11:23;1385;500;-24.6531333;168.1251167;Motu269;Seamount;0.951612903226;genus;Bolinichthys;4.25;1
KaimonMaru;Pelagic;None;SM00711_500;17/06/2019;11:23;1385;500;-24.6531333;168.1251167;Motu262;Seamount;0.935483870968;genus;Nannobrachium;11;1
JumeauWest;Summit250;Seamount;SM00505;12/06/2019;16:32;264;255;-23.66948333;168.0135333;Motu049;Seamount;0.983870967742;genus;Diaphus;3139.5;1
JumeauWest;Summit250;Seamount;SM00505;12/06/2019;16:32;264;255;-23.66948333;168.0135333;Motu092;Seamount;0.950819672131;genus;Merluccius;9.66666666666667;1
JumeauWest;Summit250;Seamount;SM00505;12/06/2019;16:32;264;255;-23.66948333;168.0135333;Motu136;Seamount;0.857142857143;family;Myctophidae;1392.5;1
JumeauWest;Summit250;Seamount;SM00510;14/06/2019;07:47;313;303;-23.70904;168.01141;Motu332;Seamount;1;species;Neoscopelus microchir;0.916666666666667;1
JumeauWest;Summit250;Seamount;SM00510;14/06/2019;07:47;313;303;-23.70904;168.01141;Motu092;Seamount;0.950819672131;genus;Merluccius;94.5;1
Stylaster;Summit500;Seamount;SM00601;19/06/2019;06:32;488;483;-23.69521667;167.75485;Motu316;Seamount;0.920634920635;genus;Diaphus;2910.16666666667;1
Stylaster;Summit500;Seamount;SM00601;19/06/2019;06:32;488;483;-23.69521667;167.75485;Motu313;Seamount;0.920634920635;genus;Diaphus;1;1
Stylaster;Summit500;Seamount;SM00601;19/06/2019;06:32;488;483;-23.69521667;167.75485;Motu445;Seamount;0.888888888889;family;Myctophidae;2988;1
Stylaster;Summit500;Seamount;SM00601;19/06/2019;06:32;488;483;-23.69521667;167.75485;Motu383;Seamount;1;species;Hyporthodus septemfasciatus;61.25;1
Stylaster;Summit500;Seamount;SM00601;19/06/2019;06:32;488;483;-23.69521667;167.75485;Motu408;Seamount;1;species;Seriola lalandi;555.333333333333;1
JumeauWest;Pelagic;None;SM00511_150;12/06/2019;14:57;1120;150;-23.63465;168.05225;Motu225;Seamount;0.90625;genus;Lethrinus;598.666666666667;1
JumeauWest;Pelagic;None;SM00511_150;12/06/2019;14:57;1120;150;-23.63465;168.05225;Motu186;Seamount;0.921875;genus;Lutjanus;382.166666666667;1
JumeauWest;Pelagic;None;SM00511_150;12/06/2019;14:57;1120;150;-23.63465;168.05225;Motu424;Seamount;1;species;Lutjanus argentimaculatus;99.4166666666667;1
JumeauWest;Pelagic;None;SM00511_150;12/06/2019;14:57;1120;150;-23.63465;168.05225;Motu161;Seamount;1;species;Epinephelus polyphekadion;22.4166666666667;1
JumeauWest;Pelagic;None;SM00511_150;12/06/2019;14:57;1120;150;-23.63465;168.05225;Motu558;Seamount;1;species;Sphyraena putnamae;381.416666666667;1
PoyaNepoui;Pelagic;None;SM00211-1000;09/04/2019;;1087;1000;-21.45376;164.9077;Motu474;Seamount;0.91935483871;genus;Chauliodus;4;1
PoyaNepoui;Pelagic;None;SM00211-1000;09/04/2019;;1087;1000;-21.45376;164.9077;Motu476;Seamount;0.920634920635;genus;Chauliodus;304.333333333333;1
PoyaNepoui;DeepSlope;Slope;SM00210;09/04/2019;14:27;100;NA;-21.37535;164.87529;Motu203;Seamount;0.984126984127;genus;Naso;1.08333333333333;1
PoyaNepoui;DeepSlope;Slope;SM00210;09/04/2019;14:27;100;NA;-21.37535;164.87529;Motu412;Seamount;0.953125;genus;Naso;105.25;1
PoyaNepoui;DeepSlope;Slope;SM00210;09/04/2019;14:27;100;NA;-21.37535;164.87529;Motu336;Seamount;0.822580645161;order;Alepocephaliformes;6838.04166666667;1
PoyaNepoui;DeepSlope;Slope;SM00210;09/04/2019;14:27;100;NA;-21.37535;164.87529;Motu224;Seamount;1;species;Katsuwonus pelamis;1.16666666666667;1
PoyaNepoui;DeepSlope;Slope;SM00210;09/04/2019;14:27;100;NA;-21.37535;164.87529;Motu092;Seamount;0.950819672131;genus;Merluccius;470.416666666667;1
Antigonia;Summit50;Seamount;SM00302;17/04/2019;13:01;56;NA;-23.4006667;168.0506667;Motu257;Seamount;0.830769230769;class;Actinopteri;4601.08333333333;1
Antigonia;Summit50;Seamount;SM00302;17/04/2019;13:01;56;NA;-23.4006667;168.0506667;Motu092;Seamount;0.950819672131;genus;Merluccius;721.75;1
Antigonia;Summit50;Seamount;SM00302;17/04/2019;13:01;56;NA;-23.4006667;168.0506667;Motu295;Seamount;0.8125;order;Labriformes;3820.91666666667;1
Antigonia;Summit50;Seamount;SM00302;17/04/2019;13:01;56;NA;-23.4006667;168.0506667;Motu136;Seamount;0.857142857143;family;Myctophidae;11714.5;1
Antigonia;Summit50;Seamount;SM00302;17/04/2019;13:01;56;NA;-23.4006667;168.0506667;Motu341;Seamount;0.923076923077;genus;Parupeneus;19.9166666666667;1
Antigonia;Summit50;Seamount;SM00302;17/04/2019;13:01;56;NA;-23.4006667;168.0506667;Motu294;Seamount;0.8125;order;Labriformes;4581;1
Antigonia;Summit50;Seamount;SM00302;17/04/2019;13:01;56;NA;-23.4006667;168.0506667;Motu340;Seamount;0.952380952381;genus;Parupeneus;2989.83333333333;1
Antigonia;Summit50;Seamount;SM00302;17/04/2019;13:01;56;NA;-23.4006667;168.0506667;Motu362;Seamount;0.859375;family;Labridae;13176.8333333333;1
Stylaster;Summit500;Seamount;SM00604;15/06/2019;16:27;484;491;-23.5963333;167.6903333;Motu313;Seamount;0.920634920635;genus;Diaphus;762.958333333333;1
Stylaster;Summit500;Seamount;SM00604;15/06/2019;16:27;484;491;-23.5963333;167.6903333;Motu445;Seamount;0.888888888889;family;Myctophidae;2.16666666666667;1
Stylaster;Summit500;Seamount;SM00604;15/06/2019;16:27;484;491;-23.5963333;167.6903333;Motu320;Seamount;0.888888888889;family;Myctophidae;35762.25;1
PoyaNepoui;DeepSlope;Slope;SM00209;09/04/2019;13:43;89;NA;-21.38347;164.88029;Motu320;Seamount;0.888888888889;family;Myctophidae;16.5555555555556;1
PoyaNepoui;DeepSlope;Slope;SM00209;09/04/2019;13:43;89;NA;-21.38347;164.88029;Motu550;Seamount;0.921875;genus;Chaetodon;26001.75;1
PoyaNepoui;DeepSlope;Slope;SM00209;09/04/2019;13:43;89;NA;-21.38347;164.88029;Motu313;Seamount;0.920634920635;genus;Diaphus;3.41666666666667;1
PoyaNepoui;DeepSlope;Slope;SM00209;09/04/2019;13:43;89;NA;-21.38347;164.88029;Motu445;Seamount;0.888888888889;family;Myctophidae;2580.61111111111;1
PoyaNepoui;DeepSlope;Slope;SM00209;09/04/2019;13:43;89;NA;-21.38347;164.88029;Motu319;Seamount;0.904761904762;genus;Diaphus;523.944444444444;1
PoyaNepoui;DeepSlope;Slope;SM00209;09/04/2019;13:43;89;NA;-21.38347;164.88029;Motu368;Seamount;1;species;Scarus schlegeli;5.08333333333333;1
PoyaNepoui;DeepSlope;Slope;SM00209;09/04/2019;13:43;89;NA;-21.38347;164.88029;Motu165;Seamount;1;species;Cephalopholis argus;533.916666666667;1
Noumea;DeepSlope;Slope;SM00102;06/04/2019;09:03;219;NA;-22.1493167;166.0713333;Motu313;Seamount;0.920634920635;genus;Diaphus;8.75;1
Noumea;DeepSlope;Slope;SM00102;06/04/2019;09:03;219;NA;-22.1493167;166.0713333;Motu445;Seamount;0.888888888889;family;Myctophidae;398.25;1
Noumea;DeepSlope;Slope;SM00102;06/04/2019;09:03;219;NA;-22.1493167;166.0713333;Motu319;Seamount;0.904761904762;genus;Diaphus;3011.79166666667;1
Noumea;DeepSlope;Slope;SM00102;06/04/2019;09:03;219;NA;-22.1493167;166.0713333;Motu320;Seamount;0.888888888889;family;Myctophidae;37.25;1
